Year,MSHA ID,Mine Name,MineState,MineCounty,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons)
1996,4607711,Mine No. 1,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Eagle Energy, Inc.","P.O. Box 368, Madison, WV 25130",United Mine Workers of America,"1,326,977"
1996,4607908,Big Mountain No. 16 Mine,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Pine Ridge Coal Company,"P.O. Box 1233, Charleston, WV 25324",United Mine Workers of America,"1,053,188"
1996,4607938,Black Castle Surface,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Elk Run Coal Company, Inc.","P.O. Box 497, Sylvester, WV 25193",Non-Union,"938,943"
1996,4607984,Surface No. 1,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Wind River Resources Corp.,"Hc 62 Box 110, Clothier, WV 25047",United Mine Workers of America,"623,707"
1996,4608055,White Knight,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Elk Run Coal Company, Inc.","P.O. Box 497, Sylvester, WV 25193",Non-Union,"794,055"
1996,4608135,Red Oak,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Copperas Coal Corp,"P.O. Box 679, Teays, WV 25569",-,"349,993"
1996,4608181,Bishop Ii,West Virginia (Southern),Boone,Appalachia Central,Inactive,Underground,Operating Subsidiary,Mine only,"Elk Run Coal Company, Inc.","P.O. Box 497, Sylvester, WV 25193",Non-Union,"491,445"
1996,4608295,Outpost West,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Inc.","P. O. Box 457, Whitesville, WV 25209",-,"336,421"
1996,4608305,Mine No. 18,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Contractor,Mine only,Long Branch Energy,"P.O. Box 776, Danville, WV 25053",United Mine Workers of America,"382,440"
1996,4608315,Brushy Eagle,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Inc.","P. O. Box 457, Whitesville, WV 25209",-,"948,934"
1996,4608345,Mine No. 21,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Contractor,Mine only,Long Branch Energy,"P. O. Box 776, Danville, WV 25053",United Mine Workers of America,"286,138"
1996,4608368,No. 6,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,-,Mine only,"Robin Resources, Inc.","General Delivery, Bald Knob, WV 25010",-,"207,151"
1996,4608394,Clinton No. 8,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,-,Mine and Preparation Plant,"New Hope Mining, Inc.","P.O. Box 579, Sophia, WV 25921",-,"58,381"
1996,4608402,Black Knight Ii,West Virginia (Southern),Boone,Appalachia Central,Inactive,Underground,Operating Subsidiary,Mine only,"Elk Run Coal Company, Inc.","P. O. Box 497, Sylvester, WV 25193",-,"28,653"
1996,4608407,N0. 13 Mine,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Contractor,Mine only,Banner Coal & Land Co.,"130 Brookshire Lane, Beckley, WV 25801",United Mine Workers of America,"1,576,058"
1996,4608429,Candice 2,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Contractor,Mine only,Mystic Energy Inc.,"P.O. Box 177, Wharton, WV 25208",-,"1,652,558"
1996,4608449,Chestnut Hollow Surface Mine 1,West Virginia (Southern),Boone,Appalachia Central,Inactive,Surface,Contractor,Mine only,Asset Management Group Inc.,"P.O. Box 127, Madison, WV 25130",United Mine Workers of America,"82,900"
1996,4608458,Horse Creek Surface Mine No. 1,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Battle Ridge Companies,"P.O. Box 3969, Charleston, WV 25339",-,"618,821"
1996,4608469,Little Horse Ck Deep Mine No.,West Virginia (Southern),Boone,Appalachia Central,Inactive,Underground,Contractor,Mine only,"Bar-K, Inc","P.O. Box 8, Madison, WV 25130",United Mine Workers of America,"264,925"
1996,4608472,Stanley Heritage Mine,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Marfork Coal Company, Inc.","P. O. Box 457, Whitesville, WV 25209",Non-Union,"403,781"
1996,4608496,No. 2 Mine,West Virginia (Southern),Boone,Appalachia Central,Inactive,Surface,Contractor,Mine only,"Midway Coals, Inc.","P. O. Box 526, Summersville, WV 26651",United Mine Workers of America,"48,484"
1996,4608513,Jack'S Branch Buffalo Ck Mine,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Independence Coal Company, Inc","P.O. Box 719, Madison, WV 25130",-,"771,656"
1996,4608514,Twilight-Chilton R,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Independence Coal Company, Inc","P.O. Box 719, Madison, WV 25130",Non-Union,"765,646"
1996,4608523,Camp Creek No. 1,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Contractor,Mine only,"Bar-K, Inc.","P. O. Box 8, Madison, WV 25130",United Mine Workers of America,"498,417"
1996,4608548,Williams Mountain Surface Mine,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Asset Management Group, Inc.","P. O. Box 526, Madison, WV 25130",-,"310,225"
1996,4608549,West Cazy Coal Surface Mine,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Wind River Resources Corp,"Hc62 Box 110, Clothier, WV 25047",-,"458,764"
1996,4608553,Black King I - North Portal,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,-,Mine only,"Elk Run Coal Company, Inc.","P. O. Box 497, Sylvester, WV 25193",-,"992,057"
1996,4608555,Conti Hobet 21,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Contractor,Mine only,"Continental Augering, Inc.","418 Niles Bldg., Findlay, OH 45840",-,"121,709"
1996,4608573,Sugartree No. 1,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Contractor,Mine only,"Bar-K, Inc.","P.O. Box 8, Madison, WV 25130",-,"81,453"
1996,4608586,Twilight-Winifrede Mine,West Virginia (Southern),Boone,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Independence Coal Company, Inc","P.O. Box 719, Madison, WV 25130",-,"74,393"
1996,4608601,Prime Orgas,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Prime Augering, Inc.","101 E. Sandusky, 4th Fl, Findlay, OH 45840",-,"1,519"
1996,4608602,Prime Horse Creek,West Virginia (Southern),Boone,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Prime Augering, Inc.","101 E. Sandusky, 4th Fl, Findlay, OH 45840",-,"17,808"
1996,4608218,Mine No. 5,West Virginia (Northern),Raxton,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,"Anr Coal Company, Llc","P. O. Box 303, Birch River, WV 26610",-,"41,882"
1996,4601286,Windsor Mine,West Virginia (Northern),Brooke,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Windsor Coal Company,"P. O. Box 39, West Liberty, WV 26074",United Mine Workers of America,"1,438,196"
1996,4602767,No. 805,West Virginia (Northern),Brooke,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"C.f.&p. Coal Co., Inc.","120 Meadow Drive, Wellsburg, WV 26070",Non-Union,"10,157"
1996,4608133,Monoc #3 Surface Mine,West Virginia (Southern),Clay,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Vandalia Resources, Inc.","P.O. Box 459, Lyburn, WV 25632",Non-Union,"2,370,982"
1996,4608330,Molloy-Clay Highwall Miner,West Virginia (Southern),Clay,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Molloy Mining, Inc.","P.O. Box 459, Lyburn, WV 25632",-,"354,801"
1996,4608377,Surface Mine No. 2,West Virginia (Southern),Clay,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Fola Coal Company, Inc.","P.O. Box 180, Bickmore, WV 25019",-,"2,658,845"
1996,4608397,Fola Auger Mine,West Virginia (Southern),Clay,Appalachia Central,Inactive,Surface,Contractor,Mine only,"Bundy Auger Mining, Inc.","308 Main Street, Ford City, PA 16226",-,"1,584"
1996,4608521,No. 4 Surface Mine,West Virginia (Southern),Clay,Appalachia Central,Active,Surface,-,Mine only,"Coal Rush Mining, Inc.","P.O. Box 84, Oak Hill, WV 25901",-,"120,900"
1996,4602057,New River Mine,West Virginia (Southern),Fayette,Appalachia Central,Inactive,Underground,Operating Subsidiary,Mine only,Meadow River Coal Company,"P. O. Box 459, Lyburn, WV 25632",United Mine Workers of America,"237,370"
1996,4603467,Meadow River No. 1 Mine,West Virginia (Southern),Fayette,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Meadow River Coal Company,"P. O. Box 75, Lookout, WV 25868",United Mine Workers of America,"812,593"
1996,4607058,Huffman Surface Mine No. 1,West Virginia (Southern),Fayette,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Cyprus Kanawha Corporation,"101 Washington Street, E, Charleston, WV 25301",United Mine Workers of America,"1,792,658"
1996,4607491,Patience No. 1,West Virginia (Southern),Fayette,Appalachia Central,Active,Surface,Contractor,Mine only,"Patience, Inc.","Pob 3012 E. Beckley Sta., Beckley, WV 25801",Non-Union,"495,087"
1996,4607537,Alloy # 1,West Virginia (Southern),Fayette,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Appalachian Mining, Inc.","P.O. 459, Lyburn, WV 25632",Non-Union,"125,526"
1996,4607878,Mine No. 1,West Virginia (Southern),Fayette,Appalachia Central,Active,Underground,-,Mine only,"Hard Luck Mining, Inc.","P. O. Box 180, Scarbro, WV 25917",-,"9,667"
1996,4608007,Alloy No. 1,West Virginia (Southern),Fayette,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Wilderness Mining Company, Inc","P.O. Box 459, Lyburn, WV 25632",-,"66,992"
1996,4608183,Beury Mtn. Strip No. 1,West Virginia (Southern),Fayette,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Dabeka, Inc.","P. O. Box 127, Beaver, WV 25813",-,"2,076"
1996,4608271,Brock,West Virginia (Southern),Fayette,Appalachia Central,Inactive,Underground,Indepedent Producer Operator,Mine only,"Brock Mining, Inc.","P.O. Box 280, Scarbro, WV 25917",Non-Union,"66,024"
1996,4608476,Skitter Creek Mine No. 1,West Virginia (Southern),Fayette,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Battle Ridge Companies,"P. O. Box 3969, Charleston, WV 25339",-,"340,503"
1996,4608568,Cyprus-Conti,West Virginia (Southern),Fayette,Appalachia Central,Active,Surface,-,Mine only,"Continental Augering, Inc.","418 Niles Building, Findlay, OH 45840",-,"15,940"
1996,4606548,#1,West Virginia (Northern),Gilmer,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Baldwin Mining Company,"Rt 3 Box 101, Philippi, WV 26416",Non-Union,"29,941"
1996,4602151,Vindex Energy,West Virginia (Northern),Grant,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Vindex Energy Corporation,"Box 310, Mount Storm, WV 26739",Non-Union,"227,080"
1996,4604190,Potomac Mine,West Virginia (Northern),Grant,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,Laurel Run Mining Company,"P.O. Box 100, Osage, WV 26543",United Mine Workers of America,"2,801,473"
1996,4607351,Parker Job,West Virginia (Northern),Grant,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Rostosky Mining,"5236 Gorman Road, Oakland, MD 21550",Non-Union,"1,286"
1996,4608473,Cabin Mine,West Virginia (Northern),Grant,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,"Blackwater Mining, Inc.","Box 335, Bayard, WV 26707",-,"8,928"
1996,4607042,Tiz No. 2,West Virginia (Southern),Greenbrier,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Larc, Inc.","Pob 764, Rainelle, WV 25962",United Mine Workers of America,"361,343"
1996,4608120,Polly Anna No. 1 Mine,West Virginia (Southern),Greenbrier,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Princess Polly Anna Coal Co.,","Drawer 650, Rupert, WV 25984",-,"388,381"
1996,4608380,Rader Run No. 2 Surface,West Virginia (Southern),Greenbrier,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Bryant Mining Company, Inc.","Pob 705, Rainelle, WV 25962",-,"15,184"
1996,4608522,Mine No. 1,West Virginia (Southern),Greenbrier,Appalachia Central,Inactive,Underground,Contractor,Mine only,"Big John Mining, Inc.","Pob 1864, Lewisburg, WV 24901",-,"16,075"
1996,4608578,Valley Fill Surface Mine #1,West Virginia (Southern),Greenbrier,Appalachia Central,Active,Surface,Contractor,Mine only,"Bryant Mining Company, Inc.","Pob 705, Rainelle, WV 25962",-,"23,075"
1996,4601318,Robinson Run No. 95,West Virginia (Northern),Harrison,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 100, Osage, WV 26543",United Mine Workers of America,"4,216,327"
1996,4602737,Nancy Mine,West Virginia (Northern),Harrison,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Ten-A-Coal Co.,"Route 1, Box 92, Lumberport, WV 26386",Non-Union,179
1996,4605555,Diamond Head,West Virginia (Northern),Harrison,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,C & M Coal Contracting Inc,"Rt 1 Box 261, Lumberport, WV 26386",Non-Union,"18,310"
1996,4606091,Blue Grass Mine,West Virginia (Northern),Harrison,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Farmers Const. Co., Inc.","P O Box 128, Shinnston, WV 26431",Non-Union,"1,942"
1996,4608086,Stacy-Meranda,West Virginia (Northern),Harrison,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Shell Energy Co. Inc.,"P. O. Box 423, Fairmont, WV 26554",Non-Union,"21,977"
1996,4608185,Johnstown #1 Mine,West Virginia (Northern),Harrison,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Linn Mining Company,"P.O. Box 300, Lost Creek, WV 26385",Non-Union,"172,498"
1996,4608193,Charity Fork Surface Mine,West Virginia (Northern),Harrison,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Bell Mining Company Inc,"105 Platinum Dr. Suite A, Bridgeport, WV 26330",Non-Union,"18,410"
1996,4608203,Williams Iii,West Virginia (Northern),Harrison,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,"M & J Coal Company, Inc.","105 Platinum Dr. Suite A, Bridgeport, WV 26330",-,"112,447"
1996,4608396,Flag Run Surface Mine,West Virginia (Northern),Harrison,Appalachia Northern,Active,Surface,-,Mine only,Club Coal Inc,"P O Box 279, Bridgeport, WV 26330",-,"10,235"
1996,4608423,Jerry Stalnaker Co Inc,West Virginia (Northern),Harrison,Appalachia Northern,Active,Surface,-,Mine only,Jerry Stalnaker Co. Inc,"Rt L Box 93b, Philippi, WV 26416",-,"33,179"
1996,4608504,Williams No. 4,West Virginia (Northern),Harrison,Appalachia Northern,Active,Underground,Contractor,Mine only,Scorpio Mining Inc,"P. O. Box 485, Shinnston, WV 26431",-,"76,933"
1996,4601329,Mine No. 1,West Virginia (Southern),Kanawha,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Wayne Processing, Inc.","P.O. Box 262, Toler, KY 41569",United Mine Workers of America,"356,000"
1996,4605437,"Day Mining, Inc.",West Virginia (Southern),Kanawha,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Day Mining, Inc.","430 Harper Park, Suite A, Beckley, WV 25801",Non-Union,"592,696"
1996,4606051,Stockton Mine (port #1 & #130),West Virginia (Southern),Kanawha,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Cannelton Industries, Inc.","101 Washington Street, E, Charleston, WV 25301",United Mine Workers of America,"2,154,700"
1996,4607768,No. 10 Surface,West Virginia (Southern),Kanawha,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Princess Beverly Coal Company,"418 Charleston Natl Plaz, Charleston, WV 25301",United Mine Workers of America,"855,876"
1996,4608110,No. 1,West Virginia (Southern),Kanawha,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Dunn Coal And Dock,"101 Washington Street, E, Charleston, WV 25301",United Mine Workers of America,"2,137,559"
1996,4608184,Lens Creek Mine No. 1,West Virginia (Southern),Kanawha,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Pritchard Mining Company,"P. O. Box 3311, Charleston, WV 25333",-,"352,241"
1996,4608256,Campbells Creek No. 3,West Virginia (Southern),Kanawha,Appalachia Central,Active,Underground,-,Mine only,"Point Mining, Inc.","P. O. Box 197, Belle, WV 25015",-,"578,896"
1996,4608301,#11 Notomine,West Virginia (Southern),Kanawha,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Princess Beverly Coal Co., Inc","418 Charleston Nat. Plaz, Charleston, WV 25301",United Mine Workers of America,"916,175"
1996,4608316,Cabin Creek No. 1 Mine,West Virginia (Southern),Kanawha,Appalachia Central,Active,Surface,Contractor,Mine only,"W. C. A., Inc.","3371 Mills Street, North Bend, OH 45052",-,"12,257"
1996,4608437,Campbells Creek No. 4,West Virginia (Southern),Kanawha,Appalachia Central,Active,Underground,-,Mine only,"Point Mining, Inc.","P.O. Box 197, Belle, WV 25015",United Mine Workers of America,"353,062"
1996,4608502,Mine No. 140,West Virginia (Southern),Kanawha,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Cannelton Industries, Inc.","101 Washington Street, E, Charleston, WV 25301",United Mine Workers of America,"654,046"
1996,4602249,No 07 Surface,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Hobet Mining, Inc","P.O. Box D, Sharples, WV 25183",United Mine Workers of America,"48,411"
1996,4603335,Wylo Mine,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Arch Of West Virginia,"P. O. Box 156, Yolyn, WV 25654",United Mine Workers of America,"1,737,000"
1996,4606750,Peats Branch No. 3,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Hobet Mining, Inc.","P. O. Box D, Sharples, WV 25183",United Mine Workers of America,"4,847,375"
1996,4606751,Ruffner Mine,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Arch Of West Virginia,"P.O. Box 156, Yolyn, WV 25654",United Mine Workers of America,"2,871,000"
1996,4607437,Mine No. 1,West Virginia (Southern),Logan,Appalachia Central,Inactive,Underground,Contractor,Mine only,"Shield Mining, Inc.","Box 52, Lynco, WV 24857",United Mine Workers of America,"48,420"
1996,4607474,No. 1,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Hickory Branch, Inc.","Po Box 148, Stanaford, WV 25927",United Mine Workers of America,"30,302"
1996,4607721,No. 1,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Beacon Energy Limited Liabilit,"P O Box 367, Mullins, WV 25882",-,"90,834"
1996,4607749,No. 4,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,"Dandy Mining, Inc.","Box 917, Gilbert, WV 25621",-,"52,192"
1996,4607981,Coalburg 9,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,Laurel Coal Corp.,"P. O. Box 780, Danville, WV 25053",United Mine Workers of America,"187,314"
1996,4608002,Coalburg 9a,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,Laurel Coal Corp.,"P. O. Box 780, Danville, WV 25053",-,"184,730"
1996,4608249,Surface No. 1,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Stollings Trucking Co. Inc.,"P.O. Box 328, Mount Gay, WV 25637",-,"257,063"
1996,4608263,Tower Mountain,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Elkay Mining Company,"P.O. Box 459, Lyburn, WV 25632",United Mine Workers of America,"2,341,105"
1996,4608299,Mine No. 4,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"White Flame Energy, Inc.","148-B Bristol East Road, Bristol, VA 24201",Non-Union,"621,411"
1996,4608367,No. 1,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Contractor,Mine only,Pine Creek Mining Iv Inc.,"Box 1267, Gilbert, WV 25621",United Mine Workers of America,"243,036"
1996,4608404,Board Tree Strip Mine,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Elkay Mining Company,"P.O. Box 459, Lyburn, WV 25632",-,"1,077,923"
1996,4608405,Bandmill Surface Mine,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Elkay Mining Company,"P.O. Box 459, Lyburn, WV 25632",United Mine Workers of America,"880,680"
1996,4608427,No. 1,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,Stonecoal Branch Mining Inc.,"Box 1267, Gilbert, WV 25621",United Mine Workers of America,"647,410"
1996,4608443,No. 2,West Virginia (Southern),Logan,Appalachia Central,Inactive,Underground,Contractor,Mine only,"Dandy Mining, Inc.","Box 917, Gilbert, WV 25621",United Mine Workers of America,"60,650"
1996,4608447,Adkins Fork No. 2,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Hobet Mining, Inc.","P.O. Box D, Sharples, WV 25183",United Mine Workers of America,"682,259"
1996,4608456,No. 7,West Virginia (Southern),Logan,Appalachia Central,Inactive,Underground,Contractor,Mine only,Black Bear Mining Inc.,"P. O. Box 147, Gilbert, WV 25621",Non-Union,"53,675"
1996,4608463,Auger 1,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,-,Mine only,J & L Auger Inc.,"P. O. Box 4308, Chapmanville, WV 25508",-,"45,663"
1996,4608503,Coalburg No. 11,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Hobet Mining, Inc.","P O Box D, Sharples, WV 25183",United Mine Workers of America,"231,767"
1996,4608515,Coalburg No. 1 Mine,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,Talon Resources Inc.,"P. O. Box 157, Cora, WV 25614",-,"645,534"
1996,4608566,Coalburg 7a,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,Laurel Coal Corp.,"P O Box 780, Danville, WV 25053",-,"274,061"
1996,4608567,Coalburg No. 12,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Hobet Mining, Inc.","P O Box D, Sharples, WV 25183",-,"353,921"
1996,4608570,Coalburg No. 2,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,Sparta Corporation,"P O Box 249, Switzer, WV 25647",-,"102,316"
1996,4608583,Mine No. 22,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Contractor,Mine only,Long Branch Energy,"P O Box 776, Danville, WV 25053",-,"99,723"
1996,4608584,Land Investors #1,West Virginia (Southern),Logan,Appalachia Central,Active,Surface,-,Mine only,Land Investors Inc.,"Bank One Center Suite 42, Charleston, WV 25301",-,"49,764"
1996,4608591,No. 1,West Virginia (Southern),Logan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Trinity Management Corporation,"Box 725, Delbarton, WV 25670",-,"23,797"
1996,4403658,No. 2 Surface,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"Twin Star Mining, Inc.","148-B Bristol East Rd, Bristol, VA 24201",-,"135,211"
1996,4601419,Mine No. 1,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Falcon Energy, Inc.","P.O. Box 307, Mullens, WV 25882",United Mine Workers of America,"391,572"
1996,4601967,Mine No. 1,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rcj Coal Mining, Inc.","Box 763, Oceana, WV 24870",-,"6,200"
1996,4603404,Keystone No. 6 Strip,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Bluestone Coal Corporation,"818 Eisenhower Drive, Beckley, WV 25802",United Mine Workers of America,"118,682"
1996,4603786,Mine No. 2,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Darty Leasing, Inc.","Hcr 68, Box 367, Iaeger, WV 24844",-,"22,696"
1996,4603787,Mine No. 1,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,-,Mine only,"Darty Leasing Co.,inc.","Box 419, Iaeger, WV 24844",-,"19,134"
1996,4604093,Mine No. 5,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Contractor,Mine only,C & S Mining Corp.,"Po Box 826, Tazewell, VA 24651",Non-Union,"36,148"
1996,4604844,Mine No. 41,West Virginia (Southern),Mcdowell,Appalachia Central,Inactive,Underground,Indepedent Producer Operator,Mine only,Cline Excavation Corporation,"P.O. Box 1008, N Tazewell, VA 24630",-,"40,824"
1996,4605135,Mine No. 3,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Timco Energy Inc.,"Box 1084, Bluefield, VA 24605",United Mine Workers of America,"48,290"
1996,4605629,Mine No. 1,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Black Energy, Inc.","Po Box 495, Tazewell, VA 24651",-,"24,704"
1996,4605737,No. 1,West Virginia (Southern),Mcdowell,Appalachia Central,Inactive,Underground,Indepedent Producer Operator,Mine only,"Dupaul Resources, Inc.","Po Box 411, Amherstdale, WV 25607",-,"33,548"
1996,4605741,No. 4 Surface Mine,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Surface,Contractor,Mine only,Vencill Corporation,"Po Box 1306, Lebanon, VA 24266",-,"237,416"
1996,4606850,Mine No. 1,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Reed Branch Pocahontas Coal Co,"P.O. Box 282, Raysal, WV 24879",Non-Union,"45,987"
1996,4607278,Mine No. 19-A,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Black Diamond Leasing, Inc.","Rt. 52, Po Box 89, Iaeger, WV 24844",-,"6,561"
1996,4607290,Mine No. 26-A,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Kristen Coal Co., Inc.","540 Wyndale Road, Abingdon, VA 24210",Non-Union,"19,561"
1996,4607296,Mine No. 1,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Contractor,Mine only,Jawbone Coal Corp.,"Po Box 1399, Elkhorn City, KY 41522",Non-Union,"56,211"
1996,4607375,Mine No. 37,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Contractor,Mine only,"Rwj Mining, Inc.","P.O. Box 421, Northfork, WV 24868",Non-Union,"26,620"
1996,4607415,No. 30 Mine,West Virginia (Southern),Mcdowell,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"H & R Coal Co., Inc.","P.O. Box 575, Daniels, WV 25832",United Mine Workers of America,"2,749"
